template_code	retro_template	template_hash	classification	library_occurence	conditions
4328	[OH;D1;+0:2]-[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:5]):[n;H0;D2;+0:6]:[c;H0;D3;+0:7]:[n;H0;D3;+0:8]:1:[n;H0;D2;+0:9]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=O)-[c;H0;D3;+0:5].[NH2;D1;+0:6]-[c;H0;D3;+0:7]:[n;H0;D2;+0:8]:[nH;D2;+0:9]	d252d077381c575333e7b240d6baa23bb726e727ccf122b9a90452dbb2659cbd	0.0 Unrecognized	9	1
4329	[NH2;D1;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[o;H0;D2;+0:6]:1>>Br-[C;H0;D2;+0:1]#[N;H0;D1;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	d26704c3aa219ba44969528767c6554ad29717de5f0aabc0a1f8f36b8803ebe6	0.0 Unrecognized	41	1
4330	[S;H0;D4;+0:4]-[N;H0;D3;+0:3]1-[CH2;D2;+0:1]-[CH;D3;+0:2]-1>>O-[CH2;D2;+0:1]-[CH;D3;+0:2]-[NH;D2;+0:3]-[S;H0;D4;+0:4]	d279818fa44edd8a1dca2106a7f8fb641d038be5ca6e8f190470f7425b42e0ac	0.0 Unrecognized	9	1
4331	[CH2;D2;+0:4]1-[CH2;D2;+0:3]-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:7]-[c;H0;D3;+0:6]:[n;H0;D3;+0:5]-1>>O-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[n;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]	d27c81a886ac2637951a812566b37394f2457d2ecc0894a109d209891b3a0ab9	0.0 Unrecognized	58	1
4332	[CH3;D1;+0:4]-[S;H0;D2;+0:9]-[c;H0;D3;+0:7]1:[n;H0;D2;+0:6]:[n;H0;D2;+0:5]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3]):[cH;D2;+0:1]:[n;H0;D2;+0:8]:1>>C-C-O-[CH;D3;+0:1](-O-C-C)-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3].I-[CH3;D1;+0:4].[NH2;D1;+0:5]-[NH;D2;+0:6]-[C;H0;D3;+0:7](-[NH2;D1;+0:8])=[S;H0;D1;+0:9]	d28c78a8e2a9bd6c4f5d101fd4e4995abde679e022c9a765a17415d2ae90d99f	0.0 Unrecognized	12	1
4333	[c;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[nH;D2;+0:3]:1>>C-C-O-[CH;D3;+0:1](-[CH2;D2;+0:2])-O-C-C.[NH2;D1;+0:3]-N-[c;H0;D3;+0:4]:[cH;D2;+0:5]	d2939892884a5e5ef858c784545671379bea1b8bf53711cdc2f9c8692bea6b15	0.0 Unrecognized	13	1
4334	[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[n;H0;D2;+0:2]:[n;H0;D2;+0:1]:[n;H0;D3;+0:5]:1>>O-[N;H0;D2;+0:1]=O.[NH2;D1;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]	d2ad8fc0e8882fe379a27e68ab04c517d66a7e0e06754a5fe761359a35d316af	0.0 Unrecognized	17	1
4335	[NH2;D1;+0:5]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:6]:[nH;D2;+0:7]:[c;H0;D3;+0:3]:[c;H0;D3;+0:2]:1:[cH;D2;+0:1]>>F-[c;H0;D3;+0:1]:[c;H0;D3;+0:2](:[cH;D2;+0:3])-[C;H0;D2;+0:4]#[N;H0;D1;+0:5].[NH2;D1;+0:6]-[NH2;D1;+0:7]	d2d415dd248e467ddb7ec7f29ae623b9f2df2f1a05b5dd5a39afb32bdacdb249	0.0 Unrecognized	20	1
4336	[NH2;D1;+0:1]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:7](-[c;H0;D3;+0:8]:[o;H0;D2;+0:9]):[n;H0;D2;+0:6]:1>>[N;H0;D1;+0:1]#[C;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH2;D1;+0:5].[N;H0;D1;+0:6]#[C;H0;D2;+0:7]-[c;H0;D3;+0:8]:[o;H0;D2;+0:9]	d2f2749777cd066e8d43c40c62cdd5c223850d859aedc70824778bee06963e57	0.0 Unrecognized	5	1
4337	[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[nH;D2;+0:5]:[n;H0;D2;+0:4]:1>>C-C-O-[CH;D2;+0:1]=[C;H0;D3;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[NH2;D1;+0:5]	d2f4b962cc92f1d518b91b5785d869090d420d26d871281e3b59c0c9bd166f20	0.0 Unrecognized	18	1
4338	[CH3;D1;+0:6]-[c;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[o;H0;D2;+0:3]:[cH;D2;+0:4]:1>>I-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[CH;D2;+0:5]=[CH2;D1;+0:6]	d2f8923f555a77c22e8b1da0dd5a3b5ac51f88de085c629d51f132a41598caba	0.0 Unrecognized	4	1
4339	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[N+;H0;D3:7](=O)-[O-]	d2fc743ce135876eaa3b5d76d83716503a7e26441f20ab7f57b35019cb5126ac	0.0 Unrecognized	32	1
4340	[CH2;D2;+0:9]-[N;H0;D3;+0:8]1-[CH;D3;+0:7]-[CH2;D2;+0:6]-[CH2;D2;+0:5]-[CH2;D2;+0:4]-[CH2;D2;+0:3]-[C;H0;D3;+0:1]-1=[O;H0;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[CH;D3;+0:7]-[NH2;D1;+0:8].O=[CH;D2;+0:9]	d2ff717302cde3c809f3144df703a471adffd3d59a4bffd9e3218e88ee7c1a79	0.0 Unrecognized	80	1
4341	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH2;D2;+0:6]-[N;H0;D3;+0:7]-1>>Cl-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-O-C(-Cl)(-Cl)-Cl.[NH;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH2;D2;+0:6]-[NH;D2;+0:7]	d30659c26550f17badfd06439e2acdceebad08f9dcbce4246adc2118a340018f	0.0 Unrecognized	25	1
4342	[C;H0;D3;+0:3]1-[C;H0;D4;+0:4]-[N;H0;D3;+0:5]-[CH;D2;+0:1]=[N;H0;D2;+0:2]-1>>C-O-[CH;D3;+0:1](-O-C)-N(-C)-C.[NH2;D1;+0:2]-[C;H0;D3;+0:3]-[C;H0;D4;+0:4]-[NH;D2;+0:5]	d30704b9092d3ff04504b7a55ee9062d76322dfd14c44202f6f4194caa894586	0.0 Unrecognized	19	1
4343	[c;H0;D3;+0:4]1:[cH;D2;+0:3]:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[n;H0;D3;+0:5]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2]=O.[CH3;D1;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]	d30dd5b97c9729fbd4eedc0a5003e609365d834bec5bee85fd36d43c65429ab0	0.0 Unrecognized	12	1
4344	[O;H0;D1;+0:2]=[S;H0;D4;+0:1]1(=[O;H0;D1;+0:3])-[N;H0;D3;+0:9]-[S;H0;D4;+0:6](=[O;H0;D1;+0:7])(=[O;H0;D1;+0:8])-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-1>>Cl-[S;H0;D4;+0:1](=[O;H0;D1;+0:2])(=[O;H0;D1;+0:3])-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[S;H0;D4;+0:6](-Cl)(=[O;H0;D1;+0:7])=[O;H0;D1;+0:8].[NH2;D1;+0:9]	d310d4b08ae76734911c4a11f704b091243452afca0e69a9bd03e013104b1d76	0.0 Unrecognized	8	1
4345	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[c;H0;D3;+0:1]:[n;H0;D3;+0:7](:[n;H0;D2;+0:8]):[c;H0;D3;+0:6]:[n;H0;D2;+0:5]:1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4].[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[n;H0;D2;+0:7]:[nH;D2;+0:8]	d31a6904dcdc1d63b0f06e2e352ac6abb847f2ba4d066192eebf35ffbad26aae	0.0 Unrecognized	287	1
4346	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[nH;D2;+0:5]:[c;H0;D3;+0:6]:[n;H0;D3;+0:7]:1:[n;H0;D2;+0:8]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[nH;D2;+0:7]:[n;H0;D2;+0:8]	d320ae78098e9b6939da9eeafb1a8bb16673874e849fb5ad759cdd98aaae3c24	0.0 Unrecognized	19	1
4347	[c;H0;D3;+0:5]-[c;H0;D3;+0:4]1:[cH;D2;+0:3]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[n;H0;D2;+0:6]:[nH;D2;+0:7]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=O)-[c;H0;D3;+0:5].[NH2;D1;+0:6]-[NH2;D1;+0:7]	d32e95e81c61b66ea2fe55bd90b9c4c34563195af41a5931c0a5af707c445bd6	0.0 Unrecognized	28	1
4348	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[N;H0;D3;+0:5]-[C;H0;D3;+0:6]-[N;H0;D3;+0:7]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[N;H0;D3;+0:5]-[C;H0;D3;+0:6]-[NH;D2;+0:7]	d33f5a3cc792a627038469197112e8720142b93935f3eef4bbdf716419fab483	0.0 Unrecognized	4	1
4349	[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[nH;D2;+0:3]:[n;H0;D2;+0:2]:[n;H0;D2;+0:1]:1>>C-[Si](-C)(-C)-[N;H0;D2;+0:1]=[N+;H0;D2:2]=[N-;H0;D1:3].[C;H0;D2;+0:4]#[CH;D1;+0:5]	d37b0610a26c3047b92a356643bb24d3dc28754f2637f69f1d10491b05701d1a	0.0 Unrecognized	22	1
4350	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH;D3;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[N;H0;D3;+0:6]-[N;H0;D3;+0:7]-1>>N-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4](-N)=[O;H0;D1;+0:5].[NH;D2;+0:6]-[NH;D2;+0:7]	d381dd5a0120127d4c69c2a965bc0b39a932e16a374a9cd641d261e7f77c66f8	0.0 Unrecognized	8	1
4351	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:6]-[CH2;D2;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH;D2;+0:5]=O.[NH2;D1;+0:6]	d389104bcdc02845d72d48e0466fd43fe684d1f4e76ceefa32332546f123dbf0	0.0 Unrecognized	3	1
4352	[o;H0;D2;+0:7]:[c;H0;D3;+0:6]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[o;H0;D2;+0:5]:1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2]=O.[NH2;D1;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c;H0;D3;+0:6]:[o;H0;D2;+0:7]	d3a206b92ec621d579e31afd15de860685ebf32aaa24a2324d92b6331d4eb7be	0.0 Unrecognized	5	1
4353	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[n;H0;D3;+0:7]:[n;H0;D2;+0:6]:[c;H0;D3;+0:5]-[c;H0;D3;+0:3]:1:[n;H0;D2;+0:4]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3](:[n;H0;D2;+0:4]):[c;H0;D3;+0:5]=S.[NH2;D1;+0:6]-[NH;D2;+0:7]	d3a8f1d71d4cc1474dc85195049d473142941e2c1f4499bc8f5c4aa6e0e64a8b	0.0 Unrecognized	12	1
4354	[c;H0;D3;+0:3]-[c;H0;D3;+0:1]1:[cH;D2;+0:2]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[o;H0;D2;+0:6]:1>>C-O-[C;H0;D3;+0:1](=[CH2;D1;+0:2])-[c;H0;D3;+0:3].Cl-[C;H0;D3;+0:4]=[N;H0;D2;+0:5]-[OH;D1;+0:6]	d3df1640329e93d00e9057eb071b09a6d6a5fc3b9b9c34ea45774c07eb7b1218	0.0 Unrecognized	8	1
4355	[NH;D2;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[c;H0;D3;+0:1]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3]):[s;H0;D2;+0:7]:1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[c;H0;D3;+0:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](-[NH;D2;+0:6])=[S;H0;D1;+0:7]	d3ef08affb26dd326bacf7ed08663bdb36fa98f3d3a1dfc32ea7959923991e5a	0.0 Unrecognized	27	1
4356	[CH2;D2;+0:3]1-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5]-[CH;D3;+0:4]-1>>Cl-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]	d3f64c4a18036525599b7899982b31c85d5ad76ed0144aacc450ba8e74b3c605	0.0 Unrecognized	5	1
4357	[n;H0;D2;+0:2]:[c;H0;D3;+0:1](:[n;H0;D2;+0:3])-[n;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[n;H0;D2;+0:8]:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:1>>Cl-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[n;H0;D2;+0:3].O-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[NH2;D1;+0:8]	d3fe2f98b906975028da32998d07afdc757b453624144b30f529aeb9f50561fe	0.0 Unrecognized	16	1
4358	[O;H0;D2;+0:4]-[CH;D3;+0:3]1-[CH;D3;+0:2]-[CH;D3;+0:1]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-1>>O=[CH;D2;+0:1].[CH;D2;+0:2]=[CH;D2;+0:3]-[O;H0;D2;+0:4].[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	d416b0dfd8d91c80bec933edb8849920f4ddc5be13aec72fefb2cc5f00d490aa	0.0 Unrecognized	8	1
4359	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>C-C-N(-C-C)-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	d418d0b1958d1e9d0fd4dec3ad138cb91d334079b2f5bc1dfd4461058a328cad	0.0 Unrecognized	9	1
4360	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[N;H0;D3;+0:4]-[C;H0;D3;+0:6](=[S;H0;D1;+0:7])-[N;H0;D3;+0:5]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[NH;D2;+0:4].[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[S;H0;D1;+0:7]	d423863ad604b3f0437981319d8faf7b08239a6c04912c6cae0cf9fb2e11f837	0.0 Unrecognized	35	1
4361	[O;H0;D1;+0:8]=[c;H0;D3;+0:7]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:5]:[n;H0;D2;+0:4]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]:[n;H0;D3;+0:3]):[o;H0;D2;+0:9]:1>>O-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2]:[n;H0;D3;+0:3].[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[C;H0;D3;+0:7](=[O;H0;D1;+0:8])-[OH;D1;+0:9]	d433623793e178f355eed6f417951b1a61827698444114e59292a4cd8c1577a9	0.0 Unrecognized	246	1
4362	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[cH;D2;+0:6]:[n;H0;D3;+0:7]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]/[N;H0;D2;+0:5]=[CH;D2;+0:6]/N(-C)-C.[NH2;D1;+0:7]	d445472e3eab5a6bcaabc4635476bfbaa8ee1e7ef1f6c3cef33f769bd5a3d7ab	0.0 Unrecognized	16	1
4363	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[S;H0;D4;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH;D2;+0:6]-1>>C-C-O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[S;H0;D4;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH2;D1;+0:6]	d44904f69d7dbc6eee5f8043f1dd71ba6165b6e7ca0f9d0c48ad869bba7a9d28	0.0 Unrecognized	44	1
4364	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[nH;D2;+0:6]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[CH2;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[N+;H0;D3:6](=O)-[O-]	d449a2086bc076bac1658dad313520bb94256f83beadb6697cb0c8d74e4e8245	0.0 Unrecognized	8	1
4365	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[NH;D2;+0:6]-[S;H0;D4;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[S;H0;D4;+0:5]-[NH2;D1;+0:6]	d4659da78c6f3ed8d9865e5902480e6689a742c64d503fb8d1d2c6e51c392b09	0.0 Unrecognized	3	1
4366	[C;H0;D3;+0:4]1-[CH;D3;+0:3]-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-[C;H0;D3;+0:4]-[NH;D2;+0:5]	d482fc80f89cc97ba59ef54de23afc0f72535b497ada7d3b147a91950630d63a	0.0 Unrecognized	23	1
4367	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:7](:[n;H0;D2;+0:8]):[n;H0;D2;+0:9]):[n;H0;D2;+0:5]:[o;H0;D2;+0:6]:1>>O-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2].[NH;D1;+0:3]=[C;H0;D3;+0:4](-[NH;D2;+0:5]-[OH;D1;+0:6])-[c;H0;D3;+0:7](:[n;H0;D2;+0:8]):[n;H0;D2;+0:9]	d48f63befb4f67665a199f3a5e0a45a949c356d6b7949b09742db3b91332d44f	0.0 Unrecognized	14	1
4368	[NH;D2;+0:6]-[CH;D3;+0:5]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:7]:[n;H0;D3;+0:8](-[c;H0;D3;+0:9]:[n;H0;D2;+0:10]):[c;H0;D3;+0:1](=[O;H0;D1;+0:2]):[nH;D2;+0:3]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[N;H0;D2;+0:3]=[C;H0;D3;+0:4](-S-C)-[C;H0;D3;+0:5]=[N;H0;D2;+0:6].[NH2;D1;+0:7]-[NH;D2;+0:8]-[c;H0;D3;+0:9]:[n;H0;D2;+0:10]	d4a5c3ddcc22abd17be3bf483a40c1eee08d74f329666712366e87316b2cb0dc	0.0 Unrecognized	36	1
4369	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-1>>[CH3;D1;+0:1]-[OH;D1;+0:2].[OH;D1;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	d4a98bd68173568ca7e39c670a9447a71443c2b609d8157437f38004a8e1b992	0.0 Unrecognized	43	1
4370	[CH2;D2;+0:6]-[C;H0;D4;+0:5]1-[CH2;D2;+0:4]-[O;H0;D2;+0:3]-[c;H0;D3;+0:2]:[c;H0;D3;+0:1]-1>>Br-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]	d4bacc70c2d3e9dacc5d1b62c9428b2630b0ef0c04782c3b8d583ce3d74f8c89	0.0 Unrecognized	6	1
4371	[n;H0;D2;+0:1]:[c;H0;D3;+0:2]-[c;H0;D3;+0:3]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[n;H0;D3;+0:7]:1>>[n;H0;D2;+0:1]:[c;H0;D3;+0:2]/[CH;D2;+0:3]=[N;H0;D2;+0:4]/[NH;D2;+0:5]-[c;H0;D3;+0:6]:[n;H0;D2;+0:7]	d4d27c27e5d3e5bd3c2da53d9c8233cd591dab6877eb3b46fbf02c9c0f849373	0.0 Unrecognized	34	1
4372	[c;H0;D3;+0:1]1:[c;H0;D3;+0:2]:[o;H0;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:1>>Cl-[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-Cl.[OH;D1;+0:3]-[c;H0;D3;+0:4]:[cH;D2;+0:5]	d4d6dc8c8b15be3697b834d14c871022bf12984aecc93caa740dc6de584f02cf	0.0 Unrecognized	6	1
4373	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:[nH;D2;+0:5]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	d4e9323af9304bda37a545c86ec0ed3bc9dc0878246913ba8f1d1e1f91138c8a	0.0 Unrecognized	15	1
4374	[CH2;D2;+0:4]1-[CH2;D2;+0:3]-[S;H0;D2;+0:2]-[CH;D3;+0:1]-[S;H0;D2;+0:5]-1>>O=[CH;D2;+0:1].[SH;D1;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[SH;D1;+0:5]	d4e9b1d47bd6f78d2ae4bdae66df855f64bd581af24bb41e75e1f43760409dde	0.0 Unrecognized	26	1
4375	[OH;D1;+0:8]-[c;H0;D3;+0:6]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[n;H0;D2;+0:3]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[n;H0;D2;+0:7]:1>>Cl-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[O;H0;D1;+0:8]	d4e9c1a74325667cfb69ae26a1f2196c532625ac5d09fecc7ab12f0070d7d6d4	0.0 Unrecognized	32	1
4376	[CH;D3;+0:2]1-[CH;D3;+0:1]-[O;H0;D2;+0:3]-1>>Br-[CH;D3;+0:1]-[CH;D3;+0:2]-[OH;D1;+0:3]	d4eed2e3b43c74b5e55c0e8f265a1883599eaee4aa6175871ca4d9720f58d456	0.0 Unrecognized	10	1
4377	[c;H0;D3;+0:3]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:1]:[n;H0;D3;+0:6]:[c;H0;D3;+0:5]:[n;H0;D2;+0:4]:1>>Br-[CH;D3;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3].[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[n;H0;D2;+0:6]	d5136dfe325d7908ebf8b20e3142d5690add05e8667e0ece42f8c9966e9556d1	0.0 Unrecognized	39	1
4378	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:[o;H0;D2;+0:6]:[n;H0;D2;+0:5]:1>>Cl-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D3;+0:3](-[c;H0;D3;+0:4])=[N;H0;D2;+0:5]-[OH;D1;+0:6]	d53318d15f8e3e901efe97eae084da0c01b5ea163e63cc3d935324dd3d9e6c5d	0.0 Unrecognized	6	1
4379	[c;H0;D3;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[nH;D2;+0:4]:1>>C-C#[N;H0;D1;+0:1].O=[C;H0;D3;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[CH2;D2;+0:5]-[c;H0;D3;+0:6]	d53b78800e643e53776c8ec4a01fc4452f777a955320ed81c6ac721ddf90fbed	0.0 Unrecognized	6	1
